conf,supp,elapsed_time,rule_count,n_len
0.003,0.02,95.86970591545105,98325,6
0.003,0.02,21.146922826766968,47024,5
0.003,0.02,3.0659379959106445,15852,4
0.003,0.02,0.21779823303222656,3453,3
0.003,0.02,0.01439976692199707,448,2
0.003,0.02,0.0008921623229980469,30,1
