conf,supp,elapsed_time,rule_count
1.0,0.3,0.11222434043884277,125
0.5,0.3,0.360811710357666,16091
0.05,0.3,0.20933032035827637,19464
0.005,0.3,0.1912379264831543,19464
0.0005,0.3,0.1168367862701416,19464
1.0,0.03,6.3975512981414795,60374
0.5,0.03,15.127121925354004,851979
0.05,0.03,36.92848873138428,2400573
0.005,0.03,35.62973499298096,2427852
0.0005,0.03,37.83905625343323,2427852
